lalvoterid,zip,age,gender,religion,ethnicity
LALDC174817326,20007,85,F,Eastern Orthodox,European
LALDC174820984,20032,40,F,Protestant,Likely African-American
LALDC174826195,20019,55,M,Catholic,Likely African-American
LALDC174831262,20016,49,F,,European
LALDC174831728,20037,44,M,Protestant,European
LALDC174834108,20018,52,M,,Likely African-American
LALDC174837477,20011,83,M,Protestant,Likely African-American
LALDC174600084,20002,57,M,Jewish,
LALDC174602799,20018,97,M,Protestant,Likely African-American
LALDC174604605,20011,89,M,,Likely African-American
LALDC174610688,20011,70,M,Protestant,Likely African-American
LALDC174616344,20009,72,M,Protestant,Likely African-American
LALDC174621022,20002,70,M,Protestant,Likely African-American
LALDC174624228,20019,59,F,,Likely African-American
LALDC174625275,20002,74,F,Protestant,Likely African-American
LALDC174626503,20009,76,M,Protestant,European
LALDC174629021,20007,84,M,Catholic,European
LALDC174632257,20007,76,F,Catholic,European
LALDC174634693,20012,65,F,Protestant,Likely African-American
LALDC174642160,20024,72,F,Protestant,Likely African-American
LALDC174642571,20020,70,F,,Likely African-American
LALDC174643539,20011,73,F,Protestant,European
LALDC174647924,20008,75,F,Protestant,European
LALDC174649011,20020,85,M,Protestant,Likely African-American
LALDC174650742,20024,86,M,Protestant,Likely African-American
LALDC174654421,20011,57,F,Protestant,Likely African-American
LALDC174656979,20009,64,F,Protestant,European
LALDC174658301,20009,75,M,Jewish,
LALDC174658512,20019,62,M,,Likely African-American
LALDC174665352,20019,73,F,Protestant,Likely African-American
LALDC174670259,20002,55,F,Protestant,European
LALDC174671383,20019,52,F,Protestant,Likely African-American
LALDC174673283,20018,59,M,Protestant,Likely African-American
LALDC174679070,20018,70,F,Protestant,Likely African-American
LALDC174679559,20011,61,M,Protestant,Likely African-American
LALDC174683311,20003,63,F,Jewish,
LALDC174686684,20002,61,F,Protestant,European
LALDC174686729,20015,66,F,,European
LALDC174687331,20012,55,M,Jewish,
LALDC174689845,20005,92,F,Protestant,Likely African-American
LALDC174690951,20007,56,M,Protestant,European
LALDC174692417,20015,80,M,Jewish,
LALDC174695954,20032,50,F,Protestant,Likely African-American
LALDC174699782,20019,60,M,Protestant,Likely African-American
LALDC174700700,20011,86,F,Protestant,Likely African-American
LALDC174701529,20009,50,M,Protestant,Likely African-American
LALDC174705596,20020,90,F,,Likely African-American
LALDC174706017,20003,69,F,Protestant,Likely African-American
LALDC174706572,20015,66,M,,
LALDC174709118,20005,53,F,,European
LALDC174716339,20002,64,M,Protestant,Likely African-American
LALDC174718378,20008,53,F,,European
LALDC174719271,20024,83,F,Protestant,European
LALDC174719436,20015,49,M,Protestant,European
LALDC174720917,20024,52,F,,Likely African-American
LALDC174721777,20009,76,F,,European
LALDC174721888,20019,48,F,Protestant,Likely African-American
LALDC174725565,20002,73,F,Protestant,Likely African-American
LALDC174726581,20010,49,M,,Hispanic and Portuguese
LALDC174729903,20011,55,M,,Likely African-American
LALDC174731173,20032,72,M,,Likely African-American
LALDC174732464,20009,67,F,Protestant,European
LALDC174737154,20010,64,M,,Likely African-American
LALDC174739166,20016,72,F,,European
LALDC174743729,20002,42,F,Protestant,Likely African-American
LALDC174744423,20011,49,F,,European
LALDC174744916,20020,44,F,Protestant,Likely African-American
LALDC174748955,20020,44,,,Likely African-American
LALDC174754046,20019,44,M,,Likely African-American
LALDC174754418,20011,60,M,Protestant,Likely African-American
LALDC174758147,20019,45,F,Protestant,Likely African-American
LALDC174759722,20017,52,M,Protestant,Likely African-American
LALDC174761740,20017,47,F,,Likely African-American
LALDC174766015,20015,53,F,Jewish,
LALDC174768480,20020,71,F,Protestant,Likely African-American
LALDC174768994,20020,42,F,Protestant,Likely African-American
LALDC174769397,20001,41,F,Protestant,European
LALDC174770957,20010,82,F,Christian,Likely African-American
LALDC174774893,20019,52,M,,Likely African-American
LALDC174780245,20024,54,F,,European
LALDC174786683,20009,55,F,Protestant,European
LALDC174787009,20001,46,M,Protestant,European
LALDC174789232,20012,49,F,Islamic,Likely African-American
LALDC174790876,20017,88,M,,Likely African-American
LALDC174791913,20016,51,M,Catholic,European
LALDC174795665,20010,51,F,,Hispanic and Portuguese
LALDC174803207,20016,65,F,Protestant,European
LALDC174804350,20011,43,F,Protestant,Likely African-American
LALDC174806104,20019,53,F,,Likely African-American
LALDC174813769,20017,52,M,,Other
LALDC174814995,20007,55,M,,European
LALDC174818564,20011,39,M,Protestant,Likely African-American
LALDC174818854,20001,63,M,,European
LALDC174820135,20011,52,F,Protestant,Likely African-American
LALDC174823214,20002,45,F,,
LALDC174825645,20019,38,F,Protestant,Likely African-American
LALDC174827109,20002,51,F,,
LALDC174827333,20009,51,F,,European
LALDC174830713,20020,63,F,,Likely African-American
LALDC174830908,20019,39,M,Protestant,Likely African-American
LALDC174831717,20016,75,F,Catholic,European
LALDC174833057,20024,54,M,Protestant,European
LALDC174834547,20015,40,F,,
LALDC174834573,20003,75,F,,European
LALDC174839586,20020,50,F,Jewish,
LALDC174841856,20020,38,M,,Likely African-American
LALDC174852199,20011,46,F,,Likely African-American
LALDC174858332,20020,54,F,,Likely African-American
LALDC174860824,20020,64,F,Protestant,European
LALDC174871070,20016,50,M,,European
LALDC174871800,20010,40,F,,Other
LALDC174880269,20001,71,M,,European
LALDC174880292,20011,77,F,Catholic,Hispanic and Portuguese
LALDC174881384,20002,46,M,,European
LALDC174881505,20020,65,M,,Likely African-American
LALDC174881614,20009,55,F,,Hispanic and Portuguese
LALDC174887415,20036,88,F,,Likely African-American
LALDC174890204,20010,66,M,,Likely African-American
LALDC174890880,20016,59,F,Protestant,European
LALDC174892516,20011,35,M,Protestant,Likely African-American
LALDC174901011,20019,46,F,Protestant,Likely African-American
LALDC174901219,20009,56,M,,Likely African-American
LALDC174902054,20008,36,M,Catholic,European
LALDC174908918,20009,56,M,,European
LALDC174910657,20019,53,M,,Likely African-American
LALDC174911615,20002,37,M,,European
LALDC174911756,20001,55,M,,European
LALDC174915339,20019,42,F,Protestant,Likely African-American
LALDC174915693,20002,33,M,Protestant,European
LALDC174916633,20002,65,F,Protestant,Likely African-American
LALDC174925235,20032,34,F,Protestant,Likely African-American
LALDC174926627,20032,33,F,Jewish,European
LALDC174929023,20020,52,F,,Likely African-American
LALDC174930342,20011,38,,Eastern Orthodox,Likely African-American
LALDC174938524,20010,44,M,,European
LALDC174939750,20032,32,F,,Likely African-American
LALDC174942604,20003,54,M,,
LALDC174943779,20032,69,M,Jewish,
LALDC174949347,20009,33,,,European
LALDC174954925,20003,45,M,Catholic,European
LALDC174964059,20002,39,F,,European
LALDC174966324,20017,41,M,,Likely African-American
LALDC174970389,20016,45,M,,European
LALDC174972454,20011,58,M,,Likely African-American
LALDC174983953,20011,40,M,,Likely African-American
LALDC174993339,20016,47,F,Protestant,European
LALDC174995074,20002,45,M,,European
LALDC174995987,20003,52,,,Likely African-American
LALDC174997121,20032,31,M,,Likely African-American
LALDC175023488,20011,50,M,Jewish,
LALDC175024055,20007,32,F,Catholic,Hispanic and Portuguese
LALDC175028177,20011,35,M,,European
LALDC175030121,20020,29,F,,East and South Asian
LALDC175039021,20017,32,F,,Likely African-American
LALDC175051563,20002,37,M,Protestant,European
LALDC175057952,20020,46,F,,Likely African-American
LALDC175058233,20020,28,M,,Likely African-American
LALDC175060448,20017,39,F,,
LALDC175065935,20032,79,F,Protestant,Likely African-American
LALDC175066203,20016,81,F,Protestant,European
LALDC409300780,20020,35,F,,Likely African-American
LALDC409303933,20018,40,M,,Likely African-American
LALDC409304199,20016,36,F,,European
LALDC409313516,20019,36,F,Protestant,Likely African-American
LALDC409317234,20001,32,M,,European
LALDC409320020,20002,32,F,,Likely African-American
LALDC409322389,20001,73,F,,Likely African-American
LALDC409323715,20002,37,M,,Likely African-American
LALDC409325102,20018,44,M,,Likely African-American
LALDC409333823,20010,30,F,,Likely African-American
LALDC409341297,20007,56,M,,European
LALDC409342148,20002,37,F,Jewish,European
LALDC409346533,20024,36,M,,Likely African-American
LALDC430632450,20003,74,M,,European
LALDC440796117,20009,38,F,,Other
LALDC455561742,20020,28,M,,Likely African-American
LALDC455562968,20020,72,M,,Likely African-American
LALDC455565463,20017,32,M,,Likely African-American
LALDC455567327,20001,31,F,,European
LALDC455571512,20011,34,M,,European
LALDC455572027,20032,29,M,,Likely African-American
LALDC455572776,20032,57,M,,Likely African-American
LALDC455575386,20011,68,F,,Likely African-American
LALDC455575579,20019,37,F,,Likely African-American
LALDC455576507,20003,66,F,,European
LALDC455577921,20020,57,F,,Likely African-American
LALDC471469090,20009,26,M,,Likely African-American
LALDC471474112,20015,40,M,,Likely African-American
LALDC471475053,20019,25,F,,Likely African-American
LALDC471476020,20010,29,F,,Likely African-American
LALDC471477262,20020,49,F,Jewish,Hispanic and Portuguese
LALDC471477984,20018,43,,,Likely African-American
LALDC471478412,20010,70,M,,Likely African-American
LALDC475453454,20016,41,F,Jewish,
LALDC475455342,20002,56,F,,European
LALDC475456163,20019,64,F,,European
LALDC475457153,20032,55,M,,Likely African-American
LALDC475460018,20005,47,F,,Hispanic and Portuguese
LALDC486514647,20002,32,M,,Hispanic and Portuguese
LALDC486525508,20008,24,F,,Likely African-American
LALDC486529399,20032,37,M,,Likely African-American
LALDC486530138,20001,40,M,,European
LALDC505982571,20002,25,F,,Likely African-American
LALDC505982608,20003,33,M,Jewish,
LALDC505988582,20001,80,M,Protestant,Likely African-American
LALDC505988826,20015,64,F,,European
LALDC505989323,20032,45,M,,Likely African-American
LALDC505994578,20018,82,F,Protestant,Likely African-American
LALDC505995327,20007,43,F,,European
LALDC505995442,20019,57,M,,Likely African-American
LALDC505999011,20018,23,F,,European
LALDC506000634,20011,39,M,,Hispanic and Portuguese
LALDC506004106,20019,57,M,,Likely African-American
LALDC506005114,20011,38,M,Jewish,
LALDC506005203,20032,32,F,,Likely African-American
LALDC506005518,20018,40,F,,Likely African-American
LALDC506006257,20010,42,F,,Likely African-American
LALDC506009668,20001,37,F,,European
LALDC506011597,20005,41,F,,Other
LALDC506018663,20011,66,M,Protestant,Likely African-American
LALDC506019737,20017,38,F,,Likely African-American
LALDC506021438,20003,29,F,,European
LALDC506024694,20015,38,M,,European
LALDC506027071,20007,31,F,,European
LALDC506030561,20007,43,M,,European
LALDC537041495,20019,29,M,,Likely African-American
LALDC537041541,20017,57,F,,Likely African-American
LALDC537043191,20009,65,F,,European
LALDC537044119,20009,45,F,,European
LALDC537045736,20001,50,F,,Likely African-American
LALDC537049340,20001,37,F,Jewish,European
LALDC537049766,20002,58,F,,Hispanic and Portuguese
LALDC537051011,20032,51,M,,Other
LALDC537051370,20007,42,M,,European
LALDC548081400,20010,33,M,,European
LALDC548086512,20002,35,,,Likely African-American
LALDC548087325,20007,79,M,,European
LALDC548097442,20024,33,M,,European
LALDC548097509,20011,47,M,,Likely African-American
LALDC551182003,20011,56,M,Protestant,Likely African-American
LALDC551190351,20011,34,F,,European
LALDC551191188,20002,47,M,,European
LALDC551195242,20024,70,F,,Likely African-American
LALDC551202500,20018,40,M,,Likely African-American
LALDC551202777,20008,31,M,,Other
LALDC551203690,20001,29,M,,European
LALDC551205762,20009,31,M,,European
LALDC551207210,20001,57,F,Jewish,European
LALDC563345863,20009,67,F,,European
LALDC563346861,20002,46,M,,Hispanic and Portuguese
LALDC563350109,20001,31,M,,Likely African-American
LALDC563350887,20005,70,M,,European
LALDC563351260,20009,63,F,,European
LALDC563351968,20018,79,M,,Likely African-American
LALDC563358348,20037,48,M,,European
LALDC563358836,20020,43,F,,Likely African-American
LALDC582457366,20001,58,F,,Likely African-American
LALDC582463376,20010,77,F,,Hispanic and Portuguese
LALDC582466960,20011,64,F,,Likely African-American
LALDC582467622,20007,30,F,,European
LALDC582468498,20016,29,F,,European
LALDC582470205,20011,45,F,,Likely African-American
LALDC582472604,20010,62,M,,
LALDC582473537,20011,39,F,,East and South Asian
LALDC582478558,20008,33,F,,European
LALDC582481514,20009,37,F,,Hispanic and Portuguese
LALDC593245862,20009,45,M,,Likely African-American
LALDC593246449,20011,48,F,,European
LALDC593246909,20010,23,F,,Hispanic and Portuguese
LALDC593250685,20002,30,F,Jewish,
LALDC593252613,20036,59,M,,European
LALDC593254434,20032,25,F,,Likely African-American
LALDC593255690,20003,35,,,European
LALDC596415950,20001,41,F,,Likely African-American
LALDC596419509,20019,22,M,,Likely African-American
LALDC596423439,20011,48,M,,Other
LALDC611045809,20017,44,F,,Likely African-American
LALDC611047994,20017,52,,,
LALDC611050754,20018,49,F,,Likely African-American
LALDC611056776,20009,42,M,,Hispanic and Portuguese
LALDC611057648,20037,26,M,,European
LALDC611059069,20003,33,F,,European
LALDC611059126,20010,25,,,European
LALDC174837823,20017,43,F,,Likely African-American
LALDC174844702,20003,36,,,Likely African-American
LALDC174845288,20007,51,M,,European
LALDC174854712,20008,49,F,,European
LALDC174855021,20010,45,F,Protestant,Likely African-American
LALDC174855260,20012,63,M,,Likely African-American
LALDC174863336,20019,62,M,,Likely African-American
LALDC174865719,20012,86,M,,Likely African-American
LALDC174867317,20009,48,F,,European
LALDC174875718,20019,70,M,Protestant,Likely African-American
LALDC174875736,20020,35,F,Protestant,Likely African-American
LALDC174890598,20016,51,M,Protestant,Likely African-American
LALDC174891961,20001,59,M,,Likely African-American
LALDC174892431,20020,59,F,,Likely African-American
LALDC174894616,20019,33,M,,Likely African-American
LALDC174894936,20015,35,F,,European
LALDC174897030,20017,45,M,,European
LALDC174904356,20017,45,M,Protestant,Likely African-American
LALDC174912357,20020,33,F,,Likely African-American
LALDC174912912,20036,48,F,,East and South Asian
LALDC174914027,20011,52,F,,Likely African-American
LALDC174921395,20001,59,F,,Likely African-American
LALDC174924730,20011,35,F,,Likely African-American
LALDC174948275,20019,37,M,,Likely African-American
LALDC174954726,20020,32,F,,Likely African-American
LALDC174956096,20005,65,M,Buddhist,East and South Asian
LALDC174957574,20003,43,M,,European
LALDC174962038,20032,52,F,,Likely African-American
LALDC174964329,20008,43,F,Jewish,
LALDC174965365,20003,38,F,,European
LALDC174967705,20002,44,F,,Likely African-American
LALDC174969814,20001,46,M,,
LALDC174972895,20020,41,M,Catholic,Hispanic and Portuguese
LALDC174973606,20009,42,F,,Likely African-American
LALDC174978514,20019,49,F,Protestant,Likely African-American
LALDC174981282,20019,28,F,,Likely African-American
LALDC174986135,20019,45,F,,Likely African-American
LALDC174986261,20002,32,F,,European
LALDC174986513,20009,58,F,,Hispanic and Portuguese
LALDC174987104,20010,30,M,,East and South Asian
LALDC174987271,20012,33,M,,Likely African-American
LALDC174988128,20001,39,M,,Likely African-American
LALDC174989075,20011,30,F,,Hispanic and Portuguese
LALDC174995488,20020,58,M,,Likely African-American
LALDC175006005,20008,33,F,,Hispanic and Portuguese
LALDC175015677,20002,35,F,,Likely African-American
LALDC175017180,20020,41,M,,Likely African-American
LALDC175022873,20010,56,M,,European
LALDC175042617,20011,79,F,,European
LALDC175048848,20009,54,M,,Likely African-American
LALDC175052593,20016,30,F,,European
LALDC175054934,20019,39,M,Protestant,Likely African-American
LALDC175054970,20002,42,M,Jewish,European
LALDC175055589,20020,31,F,,Likely African-American
LALDC175057173,20019,35,F,,Likely African-American
LALDC175061668,20018,29,M,,Likely African-American
